book_id,class_level,page_number,word_count,reasons,text_preview,decision,reviewer_notes
class6-english,6,1,0,empty_page,,,
class6-english,6,2,0,empty_page,,,
class6-english,6,3,0,empty_page,,,
class6-english,6,4,0,empty_page,,,
class6-english,6,5,0,empty_page,,,
class6-english,6,6,0,empty_page,,,
class6-english,6,7,0,empty_page,,,
class6-english,6,8,0,empty_page,,,
class6-english,6,9,0,empty_page,,,
class6-english,6,10,0,empty_page,,,
class6-english,6,11,0,empty_page,,,
class6-english,6,12,0,empty_page,,,
class6-english,6,13,0,empty_page,,,
class6-english,6,14,0,empty_page,,,
class6-english,6,15,0,empty_page,,,
class6-english,6,16,0,empty_page,,,
class6-english,6,17,0,empty_page,,,
class6-english,6,18,0,empty_page,,,
class6-english,6,19,0,empty_page,,,
class6-english,6,20,0,empty_page,,,
class6-english,6,21,0,empty_page,,,
class6-english,6,22,0,empty_page,,,
class6-english,6,23,0,empty_page,,,
class6-english,6,24,0,empty_page,,,
class6-english,6,25,0,empty_page,,,
class6-english,6,26,0,empty_page,,,
class6-english,6,27,0,empty_page,,,
class6-english,6,28,0,empty_page,,,
class6-english,6,29,0,empty_page,,,
class6-english,6,30,0,empty_page,,,
class6-english,6,31,0,empty_page,,,
class6-english,6,32,0,empty_page,,,
class6-english,6,33,0,empty_page,,,
class6-english,6,34,0,empty_page,,,
class6-english,6,35,0,empty_page,,,
class6-english,6,36,0,empty_page,,,
class6-english,6,37,0,empty_page,,,
class6-english,6,38,0,empty_page,,,
class6-english,6,39,0,empty_page,,,
class6-english,6,40,0,empty_page,,,
class6-english,6,41,0,empty_page,,,
class6-english,6,42,0,empty_page,,,
class6-english,6,43,0,empty_page,,,
class6-english,6,44,0,empty_page,,,
class6-english,6,45,0,empty_page,,,
class6-english,6,46,0,empty_page,,,
class6-english,6,47,0,empty_page,,,
class6-english,6,48,0,empty_page,,,
class6-english,6,49,0,empty_page,,,
class6-english,6,50,0,empty_page,,,
class6-english,6,51,0,empty_page,,,
class6-english,6,52,0,empty_page,,,
class6-english,6,53,0,empty_page,,,
class6-english,6,54,0,empty_page,,,
class6-english,6,55,0,empty_page,,,
class6-english,6,56,0,empty_page,,,
class6-english,6,57,0,empty_page,,,
class6-english,6,58,0,empty_page,,,
class6-english,6,59,0,empty_page,,,
class6-english,6,60,0,empty_page,,,
class6-english,6,61,0,empty_page,,,
class6-english,6,62,0,empty_page,,,
class6-english,6,63,0,empty_page,,,
class6-english,6,64,0,empty_page,,,
class6-english,6,65,0,empty_page,,,
class6-english,6,66,0,empty_page,,,
class6-english,6,67,0,empty_page,,,
class6-english,6,68,0,empty_page,,,
class6-english,6,69,0,empty_page,,,
class6-english,6,70,0,empty_page,,,
class6-english,6,71,0,empty_page,,,
class6-english,6,72,0,empty_page,,,
class6-english,6,73,0,empty_page,,,
class6-english,6,74,0,empty_page,,,
class6-english,6,75,0,empty_page,,,
class6-english,6,76,0,empty_page,,,
class6-english,6,77,0,empty_page,,,
class6-english,6,78,0,empty_page,,,
class6-english,6,79,0,empty_page,,,
class6-english,6,80,0,empty_page,,,
class6-english,6,81,0,empty_page,,,
class6-english,6,82,0,empty_page,,,
class6-english,6,83,0,empty_page,,,
class6-english,6,84,0,empty_page,,,
class6-english,6,85,0,empty_page,,,
class6-english,6,86,0,empty_page,,,
class6-english,6,87,0,empty_page,,,
class6-english,6,88,0,empty_page,,,
class6-english,6,89,0,empty_page,,,
class6-english,6,90,0,empty_page,,,
class6-english,6,91,0,empty_page,,,
class6-english,6,92,0,empty_page,,,
class6-english,6,93,0,empty_page,,,
class6-english,6,94,0,empty_page,,,
class6-english,6,95,0,empty_page,,,
class6-english,6,96,0,empty_page,,,
class6-english,6,97,0,empty_page,,,
class6-english,6,98,0,empty_page,,,
class6-english,6,99,0,empty_page,,,
class6-english,6,100,0,empty_page,,,
class6-english,6,101,0,empty_page,,,
class6-english,6,102,0,empty_page,,,
class6-english,6,103,0,empty_page,,,
class6-english,6,104,0,empty_page,,,
class6-english,6,105,0,empty_page,,,
class6-english,6,106,0,empty_page,,,
class6-english,6,107,0,empty_page,,,
class6-english,6,108,0,empty_page,,,
class6-english,6,109,0,empty_page,,,
class6-english,6,110,0,empty_page,,,
class6-english,6,111,0,empty_page,,,
class6-english,6,112,0,empty_page,,,
class6-english,6,113,0,empty_page,,,
class6-english,6,114,0,empty_page,,,
class6-english,6,115,0,empty_page,,,
class7-english,7,1,0,empty_page,,,
class7-english,7,2,0,empty_page,,,
class7-english,7,3,0,empty_page,,,
class7-english,7,4,0,empty_page,,,
class7-english,7,5,0,empty_page,,,
class7-english,7,6,0,empty_page,,,
class7-english,7,7,0,empty_page,,,
class7-english,7,8,0,empty_page,,,
class7-english,7,9,0,empty_page,,,
class7-english,7,10,0,empty_page,,,
class7-english,7,11,0,empty_page,,,
class7-english,7,12,0,empty_page,,,
class7-english,7,13,0,empty_page,,,
class7-english,7,14,0,empty_page,,,
class7-english,7,15,0,empty_page,,,
class7-english,7,16,0,empty_page,,,
class7-english,7,17,0,empty_page,,,
class7-english,7,18,0,empty_page,,,
class7-english,7,19,0,empty_page,,,
class7-english,7,20,0,empty_page,,,
class7-english,7,21,0,empty_page,,,
class7-english,7,22,0,empty_page,,,
class7-english,7,23,0,empty_page,,,
class7-english,7,24,0,empty_page,,,
class7-english,7,25,0,empty_page,,,
class7-english,7,26,0,empty_page,,,
class7-english,7,27,0,empty_page,,,
class7-english,7,28,0,empty_page,,,
class7-english,7,29,0,empty_page,,,
class7-english,7,30,0,empty_page,,,
class7-english,7,31,0,empty_page,,,
class7-english,7,32,0,empty_page,,,
class7-english,7,33,0,empty_page,,,
class7-english,7,34,0,empty_page,,,
class7-english,7,35,0,empty_page,,,
class7-english,7,36,0,empty_page,,,
class7-english,7,37,0,empty_page,,,
class7-english,7,38,0,empty_page,,,
class7-english,7,39,0,empty_page,,,
class7-english,7,40,0,empty_page,,,
class7-english,7,41,0,empty_page,,,
class7-english,7,42,0,empty_page,,,
class7-english,7,43,0,empty_page,,,
class7-english,7,44,0,empty_page,,,
class7-english,7,45,0,empty_page,,,
class7-english,7,46,0,empty_page,,,
class7-english,7,47,0,empty_page,,,
class7-english,7,48,0,empty_page,,,
class7-english,7,49,0,empty_page,,,
class7-english,7,50,0,empty_page,,,
class7-english,7,51,0,empty_page,,,
class7-english,7,52,0,empty_page,,,
class7-english,7,53,0,empty_page,,,
class7-english,7,54,0,empty_page,,,
class7-english,7,55,0,empty_page,,,
class7-english,7,56,0,empty_page,,,
class7-english,7,57,0,empty_page,,,
class7-english,7,58,0,empty_page,,,
class7-english,7,59,0,empty_page,,,
